TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
model.UMCarroJa,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,57,0.3,3,55,240,72049,1579270894527,0.675,111111000011111111111111111111111111111111111111111111111000110111000111110000010111111000010001000100010000011101101010,0.8709677419354839,1111111111111111111111111110000,1.0,1111111111111111111111111111111111111,0,0,25,4,0.5,10100011111110111110000000000000000101111111111111000000001111111111110000000000,0.41935483870967744,11011011011011011011011001001011011001001000100100000000000000,1.0,11111111111111111111111111111,0.5517241379310345,10111111111110011001100000000,0.8709677419354839,1111111111111111111111111110000
