TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
model.Car,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,284,0.3,3,68,424,323106,1579269189733,1.0,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9375,111111111111111111111111111111111101010101111111111111111111111111111111111111111111110111110111,1.0,11111111,0,0,8,1,0.9537366548042705,11111111111111111111110011100111001111110011111111111111111111111111111111111111111111111111111101111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111110111110111111111111111111,0.8709677419354839,1111111111111111111101111010110,1.0,1111111111111111111111111,1.0,1111111111111111111111111,0.9375,111111111111111111111111111111111101111101011101111111111111111111111111111111111111111011111011
