TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
controller.Controller,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,473,0.3,3,33,144,506441,1579268339615,0.26778242677824265,11111000000000000000010000000111111110000000000000000000000000001000000011111111110100000000011000000000110000000001111111111111110111110000010000000000000100000000000011111000000000000000000001100000000000000000000000000000000111100000001,0.4625,11111111111111010100000000000000000000000101110101010101010101010101010101010110,1.0,11111111111111111111111,0,0,23,3,0.25225225225225223,111000000110010100000000000000000000000000000010100010001111111111110000000000000000000000000000010010100011100,1.0,,1.0,11111111111111111,0.6470588235294118,10101011110100111,0.4625,11111111111111001100000000000000000000001001110010010111011000110100110001001111
